MOVIE NAME,YEAR,MALE SINGER COUNT,FEMALE SINGER COUNT,MALE SONG COUNT,FEMALE SONG COUNT
Dilliwali Zaalim Girlfriend_2015,2015,5,2,6,3
Yes Boss (film)_1997,1997,3,1,6,3
Do Phool_1973,1973,1,3,2,6
Dil Diwana_1974,1974,2,1,7,5
Shri Ram Vanvas_1977,1977,3,1,6,12
Superman (1987 film)_1987,1987,0,1,0,2
Chauraha_1994,1994,1,4,1,5
Dafaa 302_1975,1975,2,3,4,7
Tohfa Mohabbat Ka_1988,1988,0,4,0,11
Zahreelay_1990,1990,0,3,0,5
Ghar Parivar_1991,1991,3,3,4,5
Rupaye Dus Karod_1991,1991,2,5,3,10
Pehla Nasha_1993,1993,0,2,0,4
Judaai (1980 film)_1980,1980,2,4,5,6
Ajnabi Saaya_1998,1998,1,3,4,8
Vardi (film)_1989,1989,2,3,3,3
Badalte Rishtey_1978,1978,3,3,6,4
Dhobi Ghat (film)_2011,2011,2,0,3,0
Bombay to Goa_1972,1972,0,1,0,2
Himalay Se Ooncha_1975,1975,1,1,2,4
Ashray_1983,1983,3,2,4,3
Agni Sakshi (1996 film)_1996,1996,4,2,4,5
Deewana Hoon Pagal Nahi_1998,1998,5,3,8,6
China Gate (1998 film)_1998,1998,0,0,0,0
Chaahat (1971 film)_1971,1971,2,2,2,4
Do Hanso Ka Joda_1992,1992,2,1,4,1
Drohi (1992 film)_1992,1992,2,0,8,0
2 States (film)_2014,2014,7,3,8,3
Main Tere Liye_1988,1988,2,2,3,4
Wazir (film)_2016,2016,5,1,7,1
Dil Se Mile Dil_1978,1978,2,2,2,2
Jolly LLB_2013,2013,4,1,5,2
Kaala Samrajya_1999,1999,3,2,5,4
Sherni_1988,1988,0,3,0,4
Karm Yudh (1985 film)_1985,1985,1,3,1,5
Sanyasi Mera Naam_1999,1999,2,1,5,3
Aansoo Aur Muskan_1970,1970,3,2,3,3
Thodi Thodi Si Manmaaniyan_2017,2017,2,0,2,0
Trishul (1978 film)_1978,1978,4,2,8,7
Ab To Aaja Saajan Mere_1994,1994,0,0,0,0
Chunaoti_1980,1980,1,3,1,4
Mazdoor Zindabaad_1976,1976,3,2,7,5
Bekaraar_1983,1983,3,2,4,5
Kohraam_1991,1991,2,5,3,9
Mad About Dance_2014,2014,3,0,5,0
Life Mein Twist Hai_2014,2014,2,1,3,1
Do Anjaane_1976,1976,1,1,2,2
Batwara_1989,1989,1,4,1,11
Silsila (1981 film)_1981,1981,3,2,7,7
Izzat (1991 film)_1991,1991,2,2,2,2
Parivaar (1987 film)_1987,1987,3,3,4,10
Saheb Biwi Aur Gangster Returns_2013,2013,2,2,2,2
Son Of Sardaar_2012,2012,7,1,12,1
Himmat Aur Mehanat_1987,1987,1,1,2,5
Mera Naam Joker_1970,1970,4,1,6,1
Crook (film)_2010,2010,5,2,6,3
Aag Hi Aag_1987,1987,1,2,1,6
Sapnon Ka Mandir_1991,1991,0,4,0,5
Jai Jawaan Jai Kisaan (Film)_2015,2015,2,0,2,0
Race 2_2013,2013,6,5,21,10
Kabhi Haan Kabhi Naa_1993,1993,2,3,6,5
Qayamat_1983,1983,0,1,0,4
Gopalaa_1994,1994,1,4,3,7
Kambakkht Ishq_2009,2009,3,4,3,6
Tejaa_1990,1990,0,3,0,6
Ek Hi Raasta (1993 film)_1993,1993,3,2,5,2
Zehreela Insaan_1974,1974,2,2,3,2
Khuda Kasam (1981 film)_1981,1981,1,3,3,10
Do Sholay_1977,1977,1,1,6,2
Harjaee_1981,1981,2,2,6,3
Be-Imaan (1972 film)_1972,1972,4,3,6,5
Disco Dancer (1982 film)_1982,1982,3,4,5,4
Jaani Dushman_1979,1979,2,3,3,3
Gaman_1978,1978,2,2,2,2
Hum Hain Rahi Pyar Ke_1993,1993,1,2,4,5
Zakhm (1989 film)_1989,1989,1,2,3,5
Major Saab_1998,1998,4,3,7,4
Aur Ek Prem Kahani_1996,1996,2,1,2,3
Anjane Mein_1978,1978,1,3,4,5
Pasand Apni Apni_1983,1983,1,1,1,4
Surakshaa_1979,1979,3,3,7,3
Hind Ka Napak Ko Jawab: MSG Lion Heart 2_2017,2017,2,0,5,0
Sadma_1983,1983,3,2,6,4
Banjaran_1991,1991,2,4,2,9
Sohni Mahiwal (1984 film)_1984,1984,0,2,0,6
Nasha (film)_2013,2013,2,3,2,3
Jeene Do_1990,1990,1,3,2,6
Dil Ka Raja_1972,1972,2,1,9,4
Jaise Ko Taisa_1973,1973,1,2,5,4
Biwi No.1_1999,1999,7,4,9,6
Adhikar (1971 film)_1971,1971,3,1,4,3
Main Tulsi Tere Aangan Ki_1978,1978,1,5,1,8
Prahaar: The Final Attack_1991,1991,2,2,3,2
Hum Hain Bemisaal_1994,1994,3,3,3,4
Pyar Ka Karz_1990,1990,1,4,5,9
Mukti (1977 film)_1977,1977,3,2,5,3
Aashiqui.in_2011,2011,1,0,15,0
Shehzada_1972,1972,3,1,9,5
Madam X (1994 film)_1994,1994,1,2,2,6
Youngistaan_2014,2014,3,1,5,2
ChaalBaaz_1989,1989,3,2,4,7
Dil Hi To Hai_1992,1992,2,5,7,7
Swarg_1990,1990,1,2,1,4
Jyoti (1981 film)_1981,1981,1,1,1,4
Mausam (1976 film)_1975,1975,0,2,0,4
Main Aur Mera Haathi_1981,1981,1,2,3,3
Loafer (1996 film)_1996,1996,2,3,6,5
Teesri Aankh_1982,1982,3,3,6,6
Kartoos_1999,1999,3,1,9,2
Prem (film)_1995,1995,0,1,0,7
Umar Qaid_1975,1975,4,2,4,5
Inteqam_2001,2001,1,1,2,6
Roohi (1981 Film)_1981,1981,0,1,0,2
Aakrosh (2010 film)_2010,2010,4,2,4,4
Do Chehere_1977,1977,4,3,5,9
Jheel Ke Us Paar_1973,1973,1,2,2,5
Balwaan_1992,1992,2,2,2,4
Bbuddah... Hoga Terra Baap_2011,2011,3,2,6,2
Diljalaa_1987,1987,1,2,3,4
Mr. Azaad_1994,1994,4,2,9,5
Choron Ki Baaraat_1980,1980,3,1,4,2
Mumbai 125 KM 3D_2014,2014,2,2,2,2
Shortcut Safari_2016,2016,3,1,4,1
Zilla Ghaziabad_2013,2013,3,3,4,3
Ek Khiladi Bawan Pattey_1972,1972,0,1,0,8
Sangram (1993 film)_1993,1993,1,3,4,8
Aaj Ka Dada_1985,1985,1,2,4,3
Aadmi Sadak Ka_1977,1977,3,2,5,2
Do Nambar Ke Amir_1974,1974,1,1,1,4
Angaare_1977,1977,2,2,5,5
Darr (1993 film)_1993,1993,4,4,5,8
Iski Topi Uske Sarr_1998,1998,5,2,6,2
Ram Aur Shyam_1996,1996,1,0,2,0
Abodh_1984,1984,2,1,5,9
The Legend of Michael Mishra_2016,2016,1,1,1,1
Aatish: Feel the Fire_1994,1994,3,3,8,7
Fareb_1983,1983,3,2,6,5
Sitara (film)_1980,1980,0,3,0,10
Purab Aur Paschim_1970,1970,4,2,9,2
Henna (film)_1991,1991,3,1,5,6
Ankhon Dekhi_2014,2014,2,0,4,0
Jawan Mohabbat_1971,1971,1,2,6,4
Awam (film)_1987,1987,1,1,2,2
Swarg Jaisaa Ghar_1991,1991,2,4,3,8
Jeene Nahi Doonga_1984,1984,0,3,0,7
Ustadi Ustad Se_1981,1981,0,0,0,0
Kaarnama_1990,1990,0,3,0,7
Dil (1990 film)_1990,1990,2,3,6,6
Gaai Aur Gori_1973,1973,1,2,4,6
Diwangi Ne Had Kar Di_2010,2010,2,2,3,3
Sonali Cable_2014,2014,2,2,4,2
Not a Love Story (2011 film)_2011,2011,0,1,0,1
Purani Haveli (film)_1989,1989,1,1,4,2
Jeevan Jyoti (1976 film)_1976,1976,1,3,2,5
Prem Deewane_1992,1992,3,4,6,8
Kishen Kanhaiya_1990,1990,1,4,1,7
Kshatriya (film)_1993,1993,0,4,0,4
Ishq Ishq Ishq_1974,1974,1,1,7,5
Insaniyat Ke Dushman_1987,1987,1,1,3,3
Teen Thay Bhai_2011,2011,3,0,13,0
Sanam Teri Kasam (1982 film)_1982,1982,2,1,9,4
Elaan (1971 film)_1971,1971,1,3,1,7
Daud (film)_1997,1997,7,4,7,6
Kaminey_2009,2009,7,2,12,4
Delhi Safari_2012,2012,3,3,5,3
Aakhree Raasta (1986 film)_1986,1986,0,2,0,4
Raaste Kaa Patthar_1972,1972,2,1,4,6
Aaj Ka Arjun_1990,1990,2,4,2,8
Aakraman_1975,1975,2,2,6,2
Aashiana_1974,1974,2,1,5,2
Saheb Biwi Aur Gangster_2011,2011,4,2,4,2
Aunty No. 1_1998,1998,2,3,4,5
Happy Ending (film)_2014,2014,5,3,5,3
Kaun Sachcha Kaun Jhootha_1997,1997,1,1,3,1
A Flying Jatt_2016,2016,5,3,6,3
Khatta Meetha (2010 film)_2010,2010,5,2,7,3
Gangvaa_1984,1984,2,2,4,3
Jhoota Kahin Ka_1979,1979,2,1,5,5
Ghar Ki Laaj_1993,1993,3,1,6,2
Chandra Mukhi_1993,1993,3,3,6,5
Jai Bangladesh_1971,1971,2,4,4,8
Cinema Cinema_1979,1979,0,0,0,0
