MOVIE NAME,YEAR,MALE SINGER COUNT,FEMALE SINGER COUNT,MALE SONG COUNT,FEMALE SONG COUNT
Arjun Pandit (1976 film)_1976,1976,1,1,1,2
Mard Ki Zabaan_1987,1987,1,1,2,1
Mere Do Anmol Ratan_1998,1998,4,2,12,3
Ek Chitthi Pyar Bhari_1985,1985,2,2,3,6
Meharbaani_1982,1982,1,1,1,1
Raja Natwarlal_2014,2014,3,2,4,2
Hum Se Na Takrana_1990,1990,3,1,3,5
Badmaash (film)_1998,1998,3,5,4,6
Ladki_1989,1989,1,1,2,2
The Gambler (1995 film)_1995,1995,3,2,4,5
Ada... A Way of Life_2010,2010,5,3,8,5
Zakhmee_1975,1975,3,2,5,4
Gautam Govinda_1979,1979,2,4,3,6
Insaaf Ka Khoon_1991,1991,1,1,3,3
Jism 2_2012,2012,2,3,4,3
Prem Tapasya_1983,1983,1,1,3,4
Koshish (1972 film)_1972,1972,0,1,0,1
Kaash_1987,1987,2,3,4,3
Man Tera Tan Mera_1971,1971,2,1,2,6
Annai Velankanni_1979,1979,2,1,5,2
Turning 30_2011,2011,3,0,6,0
Awara Baap_1985,1985,2,4,7,10
Holiday (2014 film)_2014,2014,4,2,6,3
Kareeb (1998 film)_1998,1998,2,2,5,8
Pyaar Impossible!_2010,2010,2,3,3,5
Jeevan Yudh_1997,1997,5,3,5,6
Haunted  3D_2011,2011,4,2,5,2
Kaalia (1997 film)_1997,1997,1,0,1,0
Aakhri Sajda_1977,1977,2,1,3,4
Dhadkan_2000,2000,5,1,7,5
Angel (2011 film)_2011,2011,5,1,7,3
Meri Pyaari Bindu_2017,2017,4,5,4,6
Mawaali_1983,1983,1,1,5,4
Himmat (1970 film)_1970,1970,1,2,5,5
Saagar (1985 film)_1985,1985,3,2,6,5
Sunayana_1979,1979,1,0,2,0
Pighalta Aasman_1985,1985,1,3,1,7
Prem Vivah_1979,1979,1,3,1,4
Deewana Mujh Sa Nahin_1990,1990,1,3,3,4
Aandhiyan_1990,1990,2,2,7,6
Shastra (1996 film)_1996,1996,1,1,4,1
Kamla (film)_1984,1984,1,1,4,2
Log Kya Kahenge_1982,1982,2,2,2,2
Arth (film)_1982,1982,1,1,4,1
Lovers (1983 film)_1983,1983,0,2,0,8
Aa Gale Lag Jaa (1994 film)_1994,1994,3,4,6,5
Insaniyat (1994 film)_1994,1994,4,5,6,10
Thodisi Bewafaii_1980,1980,1,3,3,4
Ghar Ho To Aisa_1990,1990,1,3,2,3
Priyatama_1977,1977,2,3,3,4
Anokhi Ada_1973,1973,3,2,7,5
Gudgudee_1997,1997,1,2,4,4
Palay Khan (film)_1986,1986,2,2,3,5
Hari Darshan_1972,1972,1,4,2,9
Papa Kehte Hai_1996,1996,3,3,5,3
Bajrangbali (film)_1976,1976,1,2,3,5
Khatron Ke Khiladi (1988 film)_1988,1988,1,4,1,7
Nazar Ke Samne_1994,1994,2,2,3,4
Masoom (1996 film)_1996,1996,6,3,7,4
Khel Khel Mein_1975,1975,3,2,5,4
Beiimaan Love_2016,2016,3,3,4,4
Deshwasi_1991,1991,1,2,5,7
Desh Ke Dushman_1989,1989,1,3,2,5
Safed Jhoot_1977,1977,2,1,4,4
Aankhen (1993 film)_1993,1993,5,5,9,5
Arjun Pandit (1999 film)_1999,1999,5,2,6,5
Krrish 3_2013,2013,5,3,8,4
Yeh Gulistan Hamara_1972,1972,4,1,9,7
Veerana_1988,1988,0,1,0,6
Aafat_1977,1977,1,2,1,6
Dishoom_2016,2016,6,3,7,5
Mera Saathi_1985,1985,3,2,5,5
Murder 3_2013,2013,4,0,7,0
Uljhan_2001,2001,2,2,3,3
Hadh Kar Di Aapne_2000,2000,3,4,5,6
Ek Aur Ek Gyarah_1981,1981,6,1,10,1
Gunehgar (1995 film)_1995,1995,2,2,5,4
Junoon (1992 film)_1992,1992,2,1,2,5
Yeh Saali Zindagi_2011,2011,4,2,7,6
Watan Ke Rakhwale_1987,1987,1,2,2,6
Jodi Breakers_2012,2012,3,2,3,2
Ek Kunwari Ek Kunwara_1973,1973,2,1,3,3
R... Rajkumar_2013,2013,4,4,7,4
Dhuen Ki Lakeer_1974,1974,2,1,5,2
Saajan Ka Ghar_1994,1994,2,2,5,9
Ram Teri Ganga Maili_1985,1985,2,1,2,4
Agnee (1988 film)_1988,1988,1,1,1,4
Dil Hi Dil Mein_1982,1982,7,2,9,2
Honour Killing (film)_2014,2014,3,1,4,2
Farebi_1974,1974,1,2,2,6
Gehra Zakhm_1981,1981,6,2,8,5
Ek Nari Do Roop_1973,1973,2,1,5,6
Zorro_1975,1975,1,0,1,0
Shapath_1984,1984,4,1,5,1
Dil Tera Deewana_1996,1996,1,2,7,5
Special 26_2013,2013,7,2,8,2
Paathshaala_2010,2010,1,0,1,0
Paappi Devataa_1995,1995,0,1,0,3
Guzaarish (2010 film)_2010,2010,4,2,4,2
Unees-Bees_1980,1980,3,3,7,3
Holi Ayee Re_1970,1970,4,3,5,4
Khoon Bhari Maang_1988,1988,1,2,2,10
Vaastav: The Reality_1999,1999,6,1,12,2
Mashaal_1984,1984,5,1,10,4
Chaahat (1996 film)_1996,1996,4,3,6,4
Jaanwar (1999 film)_1999,1999,4,4,6,11
Saazish (1988 film)_1988,1988,2,4,3,7
Farz Aur Kanoon_1982,1982,2,1,3,4
Mere Sartaj_1975,1975,2,1,2,5
Bombay 405 Miles_1980,1980,3,3,4,4
Bagula Bhagat_1979,1979,2,2,7,4
Immaan Dharam_1977,1977,4,2,8,2
Angaaray (1998 film)_1998,1998,5,3,9,8
Yeh Hai Mumbai Meri Jaan_1999,1999,4,2,8,5
Firaaq_2009,2009,4,1,4,1
Life Partner (film)_2009,2009,4,2,7,4
Kranti (1981 film)_1981,1981,6,1,11,5
Yudh (film)_1985,1985,3,5,3,9
Kunwara Baap (1974 film)_1974,1974,2,1,4,2
Jaaneman (1976 film)_1976,1976,6,3,9,8
Dilwaala_1986,1986,2,3,6,7
Sant Ravidas Ki Amar Kahani_1983,1983,2,1,3,2
Ganga Aur Ranga_1994,1994,0,1,0,4
Hindustan Ki Kasam_1973,1973,2,1,5,4
Sharafat Chod Di Maine_1976,1976,1,0,2,0
Farishtay_1991,1991,0,5,0,11
Jai Veeru_2009,2009,4,0,7,0
Kati Patang (1970 film)_1971,1971,3,2,6,3
Bade Dil Wala_1983,1983,2,1,7,5
Maha Shaktishaali_1994,1994,2,3,3,5
Kucch Luv Jaisaa_2011,2011,5,2,7,2
Call Girl (1974 film)_1974,1974,1,2,5,6
Meinu Ek Ladki Chaahiye_2014,2014,1,1,1,1
Bhabhi (1991 film)_1991,1991,4,3,4,6
Naam Shabana_2017,2017,1,3,1,3
Dabangg 2_2012,2012,5,2,6,7
Chashme Baddoor (2013 film)_2013,2013,2,1,5,2
Ek Anari Do Khiladi_1996,1996,2,3,2,3
Achanak (1998 film)_1998,1998,4,2,8,6
Do Khiladi_1976,1976,2,2,4,4
Luv Shuv Tey Chicken Khurana_2012,2012,6,0,9,0
Khubsoorat_1980,1980,2,2,3,5
Yeh Dooriyan_2011,2011,3,2,5,3
Paandav_1995,1995,2,4,5,5
Loveshhuda_2016,2016,3,0,4,0
Pyar Ka Mandir_1988,1988,3,2,4,2
Shatranj Ke Mohre_1974,1974,2,2,2,3
Yehi Hai Zindagi_1977,1977,2,2,3,3
Ghulam-E-Mustafa_1997,1997,3,2,3,3
Madadgaar_1987,1987,2,1,2,3
Mr Joe B. Carvalho_2014,2014,3,1,3,1
Preetam_1972,1972,2,2,4,2
Ashanti (1982 film)_1982,1982,3,2,3,4
Aulad (1987 film)_1987,1987,1,2,1,5
Billa No. 786_2000,2000,1,0,1,0
Karz (film)_1980,1980,3,3,7,3
Ghazab Tamasha_1992,1992,1,2,7,2
Do Aur Do Paanch_1980,1980,2,3,5,3
Roti (1974 film)_1974,1974,1,1,4,2
Sau Crore_1991,1991,2,4,3,7
Raja Hindustani_1996,1996,3,3,8,7
Muqaddar Ka Sikander_1978,1978,2,3,4,6
Victoria No. 203_1972,1972,2,1,6,2
Shatru_1986,1986,2,2,6,5
Phool Khile Hain Gulshan Gulshan (film)_1978,1978,4,2,6,2
Do Yaar_1972,1972,0,0,0,0
Chaarfutiya Chhokare_2014,2014,0,2,0,3
Raat Ke Gunaah_1994,1994,2,1,2,3
Paraya Dhan_1971,1971,3,2,5,4
Sham Ghansham_1998,1998,5,4,9,11
Suraag 1982 film_1982,1982,3,2,4,3
Maya Memsaab_1993,1993,2,1,2,5
Sarfarosh (1985 film)_1985,1985,3,3,4,4
Pyaara Dushman_1980,1980,1,2,3,5
Saajan Bina Suhagan_1978,1978,4,5,5,8
Chhote Sarkar (1974 film)_1974,1974,1,2,2,3
Darmiyaan_1997,1997,3,2,4,7
Gundagardi_1997,1997,4,3,8,5
Khuddar_1994,1994,3,1,6,5
Love Marriage (1984 film)_1984,1984,1,4,2,8
Barkhaa (2015 film)_2015,2015,6,3,7,3
Rangbaaz (1996 film)_1996,1996,3,2,8,3
Mera Shikar_1988,1988,1,1,2,6
Chaand Kaa Tukdaa_1994,1994,1,2,1,8
Jaal (1986 film)_1986,1986,1,1,1,2
Double Cross (1972 film)_1972,1972,1,1,4,6
Ham Sab Chor Hain (1995 film)_1995,1995,5,3,7,7
Jaan Ki Baazi_1985,1985,1,2,2,4
Uff! Yeh Mohabbat_1997,1997,4,3,7,6
Aar Ya Paar_1997,1997,8,5,9,6
Dance Dance (film)_1987,1987,1,1,1,5
Devta (1998 film)_1998,1998,2,2,3,2
Aag Ka Toofan_1993,1993,1,2,3,4
Gunda (film)_1998,1998,3,2,3,4
Daaman Aur Aag_1973,1973,2,3,3,4
Yeh Desh_1984,1984,5,2,5,3
Bandh Darwaza_1990,1990,1,2,2,2
Pardesi_1970,1970,1,1,1,4
Ilzaam_1986,1986,0,4,0,8
Chakkar Pe Chakkar_1977,1977,0,0,0,0
Joker (2011 film)_2012,2012,3,2,3,2
Ek Phool Teen Kante_1997,1997,4,2,5,5
Apmaan Ki Aag_1990,1990,1,2,2,4
Geraftaar_1985,1985,2,1,7,3
Saugandh (1991 film)_1991,1991,1,1,1,6
Ankur Arora Murder Case_2013,2013,2,1,2,1
Khiladiyon Ka Khiladi_1996,1996,4,4,5,5
Chatur Singh Two Star_2011,2011,2,3,4,4
Mehndi (1998 film)_1998,1998,2,4,2,5
Sher-E-Hindustan_1997,1997,1,1,2,1
Kahin Hai Mera Pyar_2014,2014,0,0,0,0
Jagga Jasoos_2017,2017,2,1,4,1
Yamla Pagla Deewana 2_2013,2013,8,4,12,8
Noor (film)_2017,2017,4,2,4,2
Humse Badhkar Kaun_1998,1998,3,2,6,2
Maa Beti_1987,1987,4,2,5,7
Main Tera Dushman_1989,1989,1,3,1,6
Badmashiyaan_2015,2015,4,1,4,1
Ghar Dwaar_1985,1985,0,0,0,0
Nauker (1979 film)_1979,1979,2,2,4,10
Rock Dancer_1995,1995,2,6,10,13
Jahan Tum Le Chalo_1999,1999,3,2,8,4
Chhupa Rustam_1973,1973,2,2,4,5
Rakhi Aur Rifle_1976,1976,0,2,0,8
Manzil (1979 film)_1979,1979,1,2,2,2
Indrajeet_1991,1991,4,2,4,6
Yeh Nazdeekiyan_1982,1982,0,2,0,8
Inkaar (2013 film)_2013,2013,5,2,7,2
Yugandhar (1993 film)_1993,1993,2,3,3,7
Sarkar 3_2017,2017,4,0,6,0
Jhutha Sach (film)_1984,1984,1,3,2,7
Saazish (1975 film)_1975,1975,0,1,0,6
Toote Khilone_1978,1978,3,2,8,4
Main Aurr Mrs Khanna_2009,2009,5,3,6,10
Vishnu-Devaa_1991,1991,0,4,0,6
Mardon Wali Baat_1988,1988,1,1,1,10
Do Jhoot_1975,1975,5,2,6,7
Dirty Politics (film)_2015,2015,0,2,0,2
Hathkadi_1995,1995,4,3,9,8
Shamitabh_2015,2015,2,1,4,1
Ghanchakkar (film)_2013,2013,2,1,4,1
Total Siyapaa_2014,2014,1,1,5,1
Deewana (1992 film)_1992,1992,1,3,6,5
Hum (1991 film)_1991,1991,2,3,5,7
Nishana (1995 film)_1995,1995,2,3,3,6
Jawab (1970 film)_1970,1970,2,4,4,7
Jungle (2000 film)_2000,2000,6,3,9,6
Krishna (1996 film)_1996,1996,4,2,5,3
Jeevan Dhaara_1982,1982,4,4,6,5
Warrant (1975 film)_1975,1975,1,1,3,2
Keemat (film)_1973,1973,5,3,7,5
Love (1991 film)_1991,1991,2,3,5,5
Aap Ki Khatir (1977 film)_1977,1977,3,2,5,4
Numbri Aadmi_1991,1991,1,5,2,13
Himmatvar_1996,1996,4,3,5,6
Krishna Aur Kans_2012,2012,7,3,10,5
Chhote Sarkar (1996 film)_1996,1996,2,1,6,6
Holiday: A Soldier Is Never Off Duty_2014,2014,4,2,6,3
Chupke Chupke_1975,1975,2,1,2,3
Raaj Tilak_1984,1984,2,4,5,10
Raaz Reboot_2016,2016,4,1,7,1
Banjo (2016 film)_2016,2016,2,1,8,1
Cover Story (2000 film)_2000,2000,3,1,5,3
Bhavani Junction_1985,1985,1,1,1,4
Bade Miyan Chote Miyan_1998,1998,3,5,10,9
Dhoom 3_2013,2013,3,3,3,3
Beharoopia_1971,1971,1,2,1,7
Aakhri Daku_1978,1978,1,2,1,3
Hate Story 2_2014,2014,2,2,6,4
Ladki Jawan Ho Gayi_1977,1977,3,1,5,5
F.A.L.T.U_2011,2011,0,0,0,0
Mera Jawab_1985,1985,0,2,0,5
Barfi!_2012,2012,8,3,12,3
Kabhi Na Kabhi_1998,1998,5,4,6,5
Rivaaj_1972,1972,3,4,5,5
MSG: The Messenger_2015,2015,1,0,8,0
Zabardast_1985,1985,2,1,5,4
Sewak_1975,1975,0,2,0,8
Aaj Ke Shahenshah_1990,1990,3,2,3,4
Shor (1972 film)_1972,1972,5,1,9,6
Udaan (2010 film)_2010,2010,10,0,16,0
Yaadon Ki Baaraat_1973,1973,3,4,7,7
Zakhmi Sher_1984,1984,2,5,2,5
Khamoshiyan_2015,2015,4,2,10,3
Gayatri Mahima_1977,1977,4,3,7,6
Utt Pataang_2011,2011,2,0,5,0
Memsaab (film)_1971,1971,2,2,3,8
Safar (film)_1970,1970,4,1,5,1
Jeevan Mukt_1977,1977,0,1,0,4
Shatranj (film)_1993,1993,6,2,9,3
English Babu Desi Mem_1996,1996,3,4,4,7
Mazloom_1986,1986,1,2,1,5
Kudrat_1981,1981,3,2,4,3
Biwi Ho To Aisi_1988,1988,0,2,0,6
Himmat (1996 film)_1996,1996,4,2,7,5
Bairaag_1976,1976,2,2,4,4
Army (1996 film)_1996,1996,5,3,7,6
Creature 3D_2014,2014,5,1,8,1
Santaan_1993,1993,3,3,6,5
Johny I Love You_1982,1982,2,2,4,4
Aan Baan (1972 film)_1972,1972,1,2,6,3
Zindagani_1986,1986,1,1,1,4
Ek Nai Paheli_1984,1984,3,4,4,9
Judaai (1997 film)_1997,1997,5,4,7,11
Pyar Jhukta Nahin_1985,1985,0,2,0,5
Nehle Pe Dehla_1976,1976,2,2,3,4
Johar Mehmood in Hong Kong_1971,1971,5,5,12,8
Maryada (film)_1971,1971,3,2,7,4
Veer (film)_2010,2010,5,4,8,6
Hote Hote Pyar Ho Gaya_1999,1999,3,4,3,5
8 x 10 Tasveer_2009,2009,1,0,2,0
Jaane Kahan Se Aayi Hai_2010,2010,3,1,5,2
Aaj Ki Awaz_1984,1984,2,0,6,0
Dalaal_1993,1993,3,3,7,5
Action Jackson (2014 film)_2014,2014,2,3,4,9
Yamla Pagla Deewana_2011,2011,8,5,9,9
Ustadon Ke Ustad (1998 film)_1998,1998,2,2,2,4
Mr. Bechara_1996,1996,2,4,4,5
Baaghi (2016 film)_2016,2016,5,4,5,4
Dangerous Ishq_2012,2012,1,4,5,8
Lamhaa_2010,2010,3,1,4,2
Paisa Yeh Paisa_1985,1985,1,3,2,5
Prem Granth_1996,1996,1,2,1,5
Toilet: Ek Prem Katha_2017,2017,1,1,2,2
Do Bachche Dus Haath_1972,1972,2,1,6,6
Smuggler (1996 film)_1996,1996,4,2,10,10
Aasoo Bane Angaarey_1993,1993,0,5,0,7
Kahaani_2012,2012,5,2,6,2
Inkaar (1978 film)_1977,1977,2,2,3,2
Shankar Shambhu_1976,1976,3,2,4,5
Azhar (film)_2016,2016,3,3,3,3
Aurat Aurat Aurat_1996,1996,0,4,0,10
Suhana Safar_1970,1970,1,3,3,3
Gunahon Ka Devta (1990 film)_1990,1990,2,4,3,8
Naukar Biwi Ka_1983,1983,3,1,5,4
Milenge Milenge_2010,2010,2,3,3,4
Phool Aur Angaar_1993,1993,2,0,2,0
Bittoo Boss_2012,2012,1,2,1,2
Kamaal Dhamaal Malamaal_2012,2012,4,5,5,6
Parbat Ke Us Paar_1988,1988,1,3,2,5
Meraa Dost Meraa Dushman_1984,1984,2,1,8,5
Chaar Sahibzaade: Rise of Banda Singh Bahadur_2016,2016,3,0,6,0
Kachche Dhaage_1973,1973,4,3,9,12
Irada (2017 film)_2017,2017,0,0,0,0
From Sydney with Love_2012,2012,3,2,6,3
Kahin Aar Kahin Paar_1971,1971,1,3,1,3
Inspector (1970 film)_1970,1970,2,1,2,4
Azaad (1978 film)_1978,1978,1,1,3,3
Chowkidar_1974,1974,2,2,4,4
Kali Ghata (1980 film)_1980,1980,1,2,3,5
Gharaonda_1977,1977,0,1,0,2
Choron Ka Chor_1970,1970,2,2,2,3
Chandni_1989,1989,3,5,4,8
Hu Tu Tu_1999,1999,1,3,2,11
Sangdil Sanam_1994,1994,1,3,1,8
Naamcheen_1991,1991,1,3,1,3
Rickshawala_1973,1973,0,0,0,0
Manchali (1973 film)_1973,1973,2,1,4,1
Chance Pe Dance_2010,2010,2,0,3,0
Zamane Se Poocho_1976,1976,2,2,5,5
Sanam Teri Kasam (2016 film)_2016,2016,4,2,5,5
Asha Jyoti_1984,1984,1,2,6,10
Anjaana Anjaani_2010,2010,4,3,4,3
Pagla Kahin Ka_1970,1970,2,2,4,3
Gulaab Gang_2014,2014,2,5,4,8
Aisha (film)_2010,2010,4,2,5,3
Ganwaar_1970,1970,0,1,0,1
Prem Pratigyaa_1989,1989,2,1,5,3
Rush (2012 film)_2012,2012,5,0,5,0
Sikka (1989 film)_1989,1989,2,4,2,5
Raja (1995 film)_1995,1995,1,1,9,9
Taraazu_1997,1997,4,3,7,5
Dharam Sankat Mein_2015,2015,3,2,8,3
Bank Chor_2017,2017,4,1,4,1
Achha Bura_1983,1983,2,4,4,5
Finding Fanny_2014,2014,0,1,0,2
Police Aur Mujrim_1992,1992,2,4,5,6
Tapasya (1976 film)_1976,1976,1,3,2,4
Raees (film)_2017,2017,5,2,5,2
Narsimha(1991 film)_1991,1991,3,3,3,15
Ishkq in Paris_2013,2013,2,3,3,4
Naseeb (1997 film)_1997,1997,3,3,6,3
Madras Cafe_2013,2013,2,0,3,0
Ek Second... Jo Zindagi Badal De?_2010,2010,1,0,2,0
Hifazat (1973 film)_1973,1973,1,1,2,6
Bambai Ka Babu (1996 film)_1996,1996,3,2,8,4
Aangan_1973,1973,3,2,3,5
Insaaf Main Karoonga_1985,1985,2,1,7,2
Do Fantoosh_1994,1994,2,3,3,5
Rakhi Aur Hathkadi_1972,1972,1,1,2,7
Geet (1970 film)_1970,1970,2,3,4,6
Aashiq Hoon Baharon Ka_1977,1977,1,1,4,2
Chorni_1982,1982,1,2,2,3
Khel Khilari Ka_1977,1977,5,2,12,11
Bol Radha Bol_1992,1992,4,4,5,4
Yea Toh Two Much Ho Gayaa_2016,2016,3,3,3,3
John Day (film)_2013,2013,0,1,0,1
The Gentleman (film)_1994,1994,1,0,1,0
Parichay (film)_1972,1972,2,2,3,2
Mirzya (film)_2016,2016,5,1,15,1
Parvarish_1977,1977,0,0,0,0
Sanyasi (1975 film)_1975,1975,3,2,6,7
Durgaa (1990 film)_1992,1992,0,2,0,2
Badlapur (film)_2015,2015,4,3,5,3
Tevar_2015,2015,3,3,5,6
Bhindi Baazaar Inc._2010,2010,0,1,0,1
Sitapur Ki Geeta_1987,1987,1,2,1,4
Ghulam (1998 film)_1998,1998,3,1,6,5
Singham Returns_2014,2014,3,1,6,2
Kahani Hum Sab Ki_1973,1973,0,1,0,2
Ek Mahal Ho Sapno Ka_1975,1975,2,1,3,2
Doodh Ka Karz_1990,1990,0,1,0,4
Sapne Sajan Ke_1992,1992,2,1,5,7
Teree Sang_2009,2009,4,2,5,2
Bhai Ho To Aisa_1972,1972,2,2,3,4
Rocket Singh: Salesman of the Year_2009,2009,2,0,2,0
Kasme Vaade (1978 film)_1978,1978,4,3,8,8
Hum Dono (1995 film)_1995,1995,4,3,10,4
Love in Bombay_2013,2013,2,1,5,2
Tere Naal Love Ho Gaya_2012,2012,4,4,9,9
Meri Adalat (1984 film)_1984,1984,2,3,2,5
Do Chor (1972 film)_1972,1972,1,1,4,5
Tum Haseen Main Jawaan_1970,1970,3,2,4,3
Sharafat Gayi Tel Lene_2015,2015,1,3,1,3
Bajatey Raho_2013,2013,1,1,1,1
Diya Aur Toofan(1995 film)_1995,1995,3,2,5,7
Beti No.1_2000,2000,4,3,7,6
Duniya (1984 film)_1984,1984,2,2,6,3
Albeli_1974,1974,2,4,2,4
Jay Vejay_1977,1977,1,4,2,9
Ek Baar Chale Aao_1983,1983,2,2,3,6
Main Intequam Loonga_1982,1982,1,1,1,4
Chori Mera Kaam_1975,1975,1,2,4,3
Lava (1985 film)_1985,1985,3,2,5,6
Aao Wish Karein_2009,2009,3,1,14,3
Nyaydaata_1999,1999,2,3,3,8
Cocktail (2012 film)_2012,2012,11,7,19,8
Din Dahade_1990,1990,2,2,4,2
Jeevan Ki Shatranj_1993,1993,1,4,1,6
Gehri Chaal_1973,1973,1,1,2,4
Hum Hain Kamaal Ke_1993,1993,4,1,8,10
Wake Up Sid_2009,2009,1,0,1,0
Mr. India_1987,1987,1,2,4,3
Lagaaam_1976,1976,1,2,2,7
Aurat Teri Yehi Kahani_1988,1988,1,2,2,8
Main Solah Baras Ki_1998,1998,2,3,7,5
Love Shagun_2016,2016,3,2,3,2
Saveray Wali Gaadi_1986,1986,2,2,4,2
Ek: The Power of One_2009,2009,3,2,4,2
Bobby Jasoos_2014,2014,4,2,5,5
Sher Dil_1990,1990,1,3,1,4
Dushman Duniya Ka_1996,1996,3,2,5,3
Aasmaan_1984,1984,2,1,4,5
Ae Dil Hai Mushkil_2016,2016,6,3,10,3
Nirmaan_1974,1974,2,2,2,2
Raaz 3D_2012,2012,5,1,5,3
Aahuti (1978 film)_1978,1978,4,2,11,7
Badal (2000 film)_2000,2000,4,5,5,9
Kaun Jeeta Kaun Haara_1988,1988,3,1,3,2
Always Kabhi Kabhi_2011,2011,8,3,8,3
Sanjh Ki Bela_1980,1980,2,2,2,3
Daaku Aur Jawan_1978,1978,4,3,7,7
Insaan (1982 film)_1982,1982,4,2,7,5
Mumbai Can Dance Saala_2015,2015,1,4,1,8
Dhanwan (1993 film)_1993,1993,4,3,8,7
Waqt Hamara Hai_1993,1993,2,4,6,9
Pyaar Ka Saaya_1991,1991,1,2,5,5
Dushmani: A Violent Love Story_1995,1995,3,4,6,6
Bombay by Nite_1979,1979,4,2,4,3
Mohabbat Ki Kasam_1986,1986,2,1,2,3
Gharwali Baharwali_1988,1988,4,3,9,5
Pyaar Mein Kabhi Kabhi_1999,1999,3,2,4,3
Gaddaar_1995,1995,5,3,9,5
Kaamchor_1982,1982,2,2,6,4
Maachis (1996 film)_1996,1996,5,1,6,5
Muqaddar_1996,1996,5,3,12,7
Yudhpath_1992,1992,3,2,3,2
Khiladi (1992 film)_1992,1992,4,4,8,6
Singham (2011 film)_2011,2011,2,2,4,3
Agent Vinod (1977 film)_1977,1977,4,2,7,6
Kohram_1999,1999,5,5,10,9
Khauff_2000,2000,4,5,5,6
Brahma (1994 film)_1994,1994,4,3,6,5
Aadat Se Majboor_1982,1982,0,1,0,2
Atithi Tum Kab Jaoge?_2010,2010,5,0,8,0
Fareb (1996 film)_1996,1996,3,1,6,4
Anari_1975,1975,3,1,5,5
Mujhe Insaaf Chahiye_1983,1983,2,2,2,5
Hum Se Badkar Kaun_1981,1981,5,2,6,4
Qurbani Rang Layegi_1991,1991,0,1,0,3
Seeta Aur Geeta_1972,1972,2,2,7,7
Sooryavansham (1999 film)_1999,1999,3,4,8,5
Deewane_2000,2000,4,4,8,7
Sharmeelee_1971,1971,1,2,4,4
International Khiladi_1999,1999,4,3,6,5
Woh Phir Aayegi_1988,1988,0,3,0,8
Chhoti Bahu_1971,1971,2,4,2,5
Upaasna_1971,1971,4,2,4,4
Ugly (film)_2014,2014,2,1,2,1
Mere Sajana Saath Nibhana_1992,1992,2,2,7,3
Dosti Dushmani_1986,1986,4,2,4,4
Gurudev (film)_1993,1993,2,4,3,14
Jallaad_1995,1995,4,4,4,5
Drishti (film)_1990,1990,0,1,0,4
Dil Bole Hadippa!_2009,2009,3,2,3,4
Caravan (1971 film)_1971,1971,2,2,3,7
Chandni Chowk to China_2009,2009,2,0,4,0
Tu Chor Main Sipahi_1996,1996,1,3,6,6
Aflatoon (film)_1997,1997,4,3,4,4
Kyaa Super Kool Hai Hum_2012,2012,7,0,9,0
Ponga Pandit_1975,1975,2,3,5,3
Dacait_1987,1987,2,2,4,4
Saath Saath (1982 film)_1982,1982,2,1,4,4
Fitoor_2016,2016,3,2,5,3
Apne Paraye_1980,1980,2,2,3,2
Raftaar (1975 film)_1975,1975,2,1,2,5
Gippi_2013,2013,3,1,3,1
Ishqiya_2010,2010,2,1,5,2
Prem Pujari_1970,1970,4,1,8,4
Jawab (1995 film)_1995,1995,3,3,5,5
Bang Bang!_2014,2014,3,2,5,2
Janam Kundli_1995,1995,5,3,7,3
Hum Farishte Nahin_1988,1988,1,1,2,4
Great Grand Masti_2016,2016,3,3,3,3
I Me aur Main_2013,2013,3,3,4,3
Raaste Pyar Ke_1982,1982,2,5,4,10
No One Killed Jessica_2011,2011,3,3,3,3
Daawat-E-Ishq_2014,2014,3,3,4,5
Kahte Hain Mujhko Raja_1975,1975,2,1,4,4
Begum Jaan_2017,2017,3,4,4,5
Apradhi Kaun?_1982,1982,0,1,0,1
Rehguzar_1985,1985,0,2,0,2
Paheli_1977,1977,4,5,7,10
Ek Naya Rishta_1988,1988,0,3,0,8
Naya Raasta_1970,1970,1,1,4,4
Paanch Fauladi_1988,1988,1,1,5,5
Teri Meri Kahaani_2012,2012,3,2,3,4
Khoon Ka Rishta_1981,1981,2,3,3,5
Pyar Ki Kahani_1971,1971,2,2,6,4
Shaque_1976,1976,1,1,1,3
Aap Ke Saath_1986,1986,0,3,0,3
Fiza (2000 film)_2000,2000,5,4,7,5
Sansar (1987 film)_1987,1987,2,2,7,7
Honeymoon (1992 film)_1992,1992,4,4,10,6
Titoo MBA_2014,2014,2,1,3,1
Bhishma (1996 film)_1996,1996,2,2,13,2
Aap To Aise Na The_1980,1980,1,1,1,4
Mary Kom (film)_2014,2014,3,2,5,2
Pratigyabadh_1991,1991,2,4,4,5
Dharamyudh_1988,1988,0,3,0,4
Khoon Ki Pukaar_1978,1978,1,2,2,6
Ankahee (1985 film)_1985,1985,2,1,5,2
Babu (1985 film)_1985,1985,1,2,7,5
Luckhnowi Ishq_2015,2015,3,4,3,7
Super Model (film)_2013,2013,1,0,3,0
Santan (film)_1976,1976,0,0,0,0
Vachan_1974,1974,1,1,3,8
Chhoti Si Baat_1975,1975,2,2,2,2
D-Day (2013 movie)_2013,2013,10,4,11,4
Saajan Ki Baahon Mein_1995,1995,1,2,6,3
Darr @ the Mall_2014,2014,0,3,0,5
Hahakaar_1996,1996,2,3,5,6
Karm Yodha_1992,1992,1,4,1,5
Jaani Dost_1983,1983,1,1,5,5
Ek Hasina Do Diwane_1972,1972,5,2,5,3
